map_score,mapped,occurence
0,0,956
1,1,2
12,1,1
13,1,7
14,1,4
15,1,20
16,1,5
2,1,1
21,1,2
22,1,3
23,1,5
24,1,1
25,1,5
26,1,7
27,1,7
28,1,4
29,1,1
3,1,4
30,1,1
31,1,2
32,1,3
33,1,6
34,1,15
35,1,41
36,1,36
37,1,15
38,1,2
4,1,4
41,1,2
42,1,3
43,1,3
44,1,1
45,1,3
46,1,6
47,1,8
48,1,20
49,1,27
5,1,6
50,1,26
51,1,18
52,1,8
53,1,5
54,1,15
55,1,8
56,1,23
57,1,28
58,1,5
59,1,1
6,1,3
60,1,2580
9,1,1

