seq_score,mapped,occurence
62.37,1.0,2.0
62.42,1.0,1.0
62.44,1.0,1.0
62.46,1.0,1.0
62.49,0.0,1.0
62.52,0.0,1.0
62.53,1.0,1.0
62.57,0.0,1.0
62.58,0.0,1.0
62.59,0.0,1.0
62.6,0.0,1.0
62.63,0.0,1.0
62.63,1.0,2.0
62.65,0.0,1.0
62.7,0.0,1.0
62.71,1.0,1.0
62.77,0.0,2.0
62.78,0.0,1.0
62.79,1.0,1.0
62.83,0.0,2.0
62.84,0.0,1.0
62.86,0.0,1.0
62.88,0.0,1.0
62.9,0.0,1.0
62.98,0.0,1.0
63.0,0.0,1.0
63.0,1.0,1.0
63.03,0.0,1.0
63.04,0.0,1.0
63.06,0.0,1.0
63.07,0.0,2.0
63.09,1.0,1.0
63.14,1.0,1.0
63.2,0.0,1.0
63.22,0.0,1.0
63.25,1.0,1.0
63.31,0.0,1.0
63.34,0.0,2.0
63.35,0.0,1.0
63.36,0.0,1.0
63.37,0.0,1.0
63.39,0.0,1.0
63.43,0.0,2.0
63.46,0.0,1.0
63.47,0.0,1.0
63.48,1.0,2.0
63.49,0.0,1.0
63.5,0.0,1.0
63.53,0.0,1.0
63.56,0.0,1.0
63.58,0.0,2.0
63.59,0.0,1.0
63.6,0.0,1.0
63.64,0.0,2.0
63.72,0.0,2.0
63.77,0.0,1.0
63.79,0.0,1.0
63.8,0.0,1.0
63.82,0.0,2.0
63.87,0.0,2.0
63.88,0.0,2.0
63.89,0.0,1.0
63.91,0.0,1.0
63.92,0.0,1.0
63.94,0.0,1.0
63.94,1.0,1.0
63.99,0.0,1.0
64.03,0.0,1.0
64.03,1.0,1.0
64.04,0.0,1.0
64.07,0.0,2.0
64.08,0.0,2.0
64.09,0.0,2.0
64.15,0.0,1.0
64.16,0.0,1.0
64.17,0.0,1.0
64.22,0.0,2.0
64.23,0.0,1.0
64.25,0.0,1.0
64.29,0.0,1.0
64.33,0.0,1.0
64.35,0.0,1.0
64.38,0.0,3.0
64.39,0.0,1.0
64.39,1.0,1.0
64.4,0.0,1.0
64.42,0.0,1.0
64.44,0.0,1.0
64.45,1.0,1.0
64.47,0.0,1.0
64.48,0.0,1.0
64.55,1.0,1.0
64.58,0.0,3.0
64.59,0.0,1.0
64.62,0.0,1.0
64.65,0.0,2.0
64.67,0.0,1.0
64.68,1.0,1.0
64.7,0.0,1.0
64.73,0.0,1.0
64.74,0.0,1.0
64.77,0.0,1.0
64.8,0.0,1.0
64.81,0.0,1.0
64.81,1.0,1.0
64.82,0.0,1.0
64.84,0.0,1.0
64.85,0.0,2.0
64.89,0.0,1.0
64.9,0.0,2.0
64.92,1.0,1.0
64.93,0.0,2.0
64.94,0.0,1.0
64.96,0.0,1.0
64.97,0.0,1.0
64.99,0.0,1.0
65.0,0.0,2.0
65.02,0.0,1.0
65.07,0.0,1.0
65.09,0.0,2.0
65.1,0.0,1.0
65.1,1.0,1.0
65.11,0.0,1.0
65.13,0.0,1.0
65.18,1.0,1.0
65.21,0.0,1.0
65.25,0.0,1.0
65.25,1.0,1.0
65.26,0.0,1.0
65.3,0.0,1.0
65.33,0.0,1.0
65.34,0.0,1.0
65.35,1.0,1.0
65.37,0.0,1.0
65.38,0.0,1.0
65.4,0.0,1.0
65.46,0.0,1.0
65.48,0.0,1.0
65.5,0.0,1.0
65.51,1.0,1.0
65.53,0.0,1.0
65.54,0.0,1.0
65.56,0.0,1.0
65.59,1.0,1.0
65.62,0.0,1.0
65.62,1.0,1.0
65.64,1.0,1.0
65.65,0.0,1.0
65.68,0.0,1.0
65.69,0.0,1.0
65.73,0.0,1.0
65.77,0.0,1.0
65.85,0.0,1.0
65.9,1.0,1.0
65.92,0.0,1.0
65.93,0.0,2.0
65.95,0.0,1.0
65.98,1.0,1.0
66.0,1.0,2.0
66.04,1.0,1.0
66.05,0.0,2.0
66.07,0.0,2.0
66.08,1.0,1.0
66.1,0.0,2.0
66.1,1.0,1.0
66.12,0.0,2.0
66.12,1.0,1.0
66.13,1.0,1.0
66.16,0.0,1.0
66.17,0.0,2.0
66.21,0.0,1.0
66.22,0.0,1.0
66.22,1.0,1.0
66.23,0.0,1.0
66.24,0.0,2.0
66.25,0.0,1.0
66.26,0.0,1.0
66.27,0.0,1.0
66.27,1.0,1.0
66.28,0.0,1.0
66.3,0.0,1.0
66.38,0.0,1.0
66.4,0.0,2.0
66.42,1.0,1.0
