map_score,mapped,occurence
0,0,2860
1,1,14
10,1,27
11,1,1
13,1,4
14,1,1
17,1,2
18,1,1
19,1,2
2,1,1
20,1,4
21,1,4
22,1,28
23,1,35
24,1,3
25,1,4
26,1,10
27,1,11
28,1,1
3,1,7
30,1,5
31,1,4
32,1,3
33,1,6
34,1,1
35,1,1
37,1,1
38,1,1
39,1,3
4,1,50
40,1,2
41,1,4
42,1,4
44,1,2
45,1,5
46,1,6
47,1,2
48,1,8
49,1,8
5,1,2
50,1,15
51,1,2
52,1,2
53,1,1
54,1,2
55,1,1
56,1,5
57,1,4
58,1,2
59,1,14
6,1,2
60,1,1290
7,1,1
8,1,9
9,1,25

